source;date;rating;text
review;2025-06-28;1;I'm a 2X/3X depending on cut and I told the tool exactly that in the measurements step. It still spit out 1X with high confidence. High confidence! The audacity of this algorithm.
review;2024-11-05;5;Stride Socks hold up. Two years, weekly runs, no thin spots. Cheaper socks cost more in the long run.
review;2025-12-06;5;Transit Joggers are dad uniform now and I have zero shame about it.
review;2024-08-15;4;Good bra, great straps, washes well. Sizing ntoe: I went up one and it's perfect.
review;2025-04-02;5;skort gang. that's it that's the review
review;2024-01-20;;The Momentum 7 inch and the Momentum 5 inch fit differently in the waist. Same short, different lengths, different waists. Why? - long time customer
review;2025-12-14;;process is fine if unremarkable. the 11 day january thing everyone mentions happened to me too, but my february return took six days. seems holiday-specific. plan accordingly. - long time customer
review;2025-11-13;5;five stars. the court skort made me feel fast even when i'm not.
review;2025-06-05;;momentum short. the liner. THE LINER. soft, supportive, never rides. i've written poems with less feeling than this review
review;2024-05-02;5;honestly Summit beanie in the rust color gets compliments every time. Every. Time.
review;2025-01-09;;two months in: The exchange portal literally has a button that says exchange. It opens a return form. That button is a lie with good UX.
review;2024-06-28;3;Site speed is fine on weekdays, rough on weekends, unusable on drops. There is a load chart somewhere at Relay HQ shaped exactly like my frustration.
review;2024-01-20;3;update: the form bra band runs tight and the cups run generous. together that's a fit nobody has. sized around it eventually but the chart was zero help.
review;2025-01-28;3;Did the refund-rebuy shuffle for my Flow legging size. Annoying but functional. New size arrived before the old refund cleared, which felt backwards but worked out. Three stars for eventual success.
review;2024-01-13;5;Honestly forgot I was wearing pants. Transit Jogger is that comfortable. just saying
review;2024-05-11;3;Momentum in large fits my husband perfectly. Transit in large hangs off him. He's stopped trying new lines because each one means a possible refund-rebuy ordeal. That's lost sales, Relay.
review;2025-07-20;5;My Summit beanie has summited exactly zero mountains but many grocery stores. Excellent both places, I assume. just saying
review;2025-02-02;4;Form bra is superb. Four stars only because the band sizing runs slightly snug, so size up if between. Once you're in the right size it's flawless.
review;2024-09-06;;quick note - Got the Transit Jogger in olive. Get the olive.
review;2025-12-16;5;ok so Checkpoints: worn to barre, brunch, a parent-teacher conference, and a 5k. Same day. They never broke character.
review;2024-12-09;3;Flow Yoga shorts ride up a touch in lunges. Fabric and waistband are perfect. So close to a five.
review;2025-02-18;5;Flow yoga pants survived two pregnancies and counting. Stretchy where it counts, supportive everywhere.
review;2025-05-13;5;Honestly the Daily Tee made me throw out half my closet. Why own ten mediocre shirts when three of these do everything. 10/10
review;2025-10-20;3;real talk Latitude shell is my daily commuter jacket. Reflective details faded after one winter of washing. Safety features should outlast a season.
review;2024-03-10;;checkpoint leggings: bought pair 1 skeptical, pair 2 convinced, pair 3 evangelical. currently drafting pair 4 justification for my budget spreadsheet
review;2025-10-06;5;the form bra band stays parallel to the floor. fellow fitters know what this means. it means everything
review;2025-07-09;5;Order number forty something since 2017. Quality never wavers. That's why I stay.
review;2024-05-14;2;A week for in-stock basics with no weather events, no holidays, no excuses. Just slow.
review;2024-10-05;2;restock notification arrived at 9:02. tapped it at 9:03. sold out. either the notification is slow or the stock is a rounding error. both options are bad.
review;2025-09-25;2;Nine days, in-stock items, normal weather, normal address. There's no story here. Just slow.
review;2025-12-24;2;Why does it take 4 days just to leave the warehouse now? It used to ship same day. I checked my old emails to make sure I wasn't imagining it. I wasn't.
review;2024-03-20;3;Clubhouse in Denver is a delight, real people who actually run. Online store feels like a different company. Three stars splitting the difference.
review;2024-04-07;2;They keep growing and the shipping keeps shrinking in quality. 8 days. I had faster delivery from a tiny Etsy shop the same week.
review;2025-02-07;4;Momentum is my go-to. Wish the zip pocket were on both sides for us lefties, but I adapted. Shorts are too good to hold a grudge. would recommend
review;2024-06-09;4;Joggers shrunk a tiny bit in the dryer but still my favorite pants. Air dry them, learn from me.
review;2025-02-11;;The ball pocket on the Court Skort actually holds the ball. Revolutionary stuff.
review;2024-02-22;5;These joggers have survived 60 washes. I counted. Still perfect.
review;2025-11-21;;tall sizes in one line, regular only in another, and the quiz doesn't know which lines have which. recommended me a tall in a line with no talls. then i was on my own.
review;2025-09-05;2;Love the leggings, hate that I had to wait until January 14 for a December 6 order. Communication was three identical emails. Do better, Relay. fr
review;2024-06-26;5;Court Skort with the Stride Socks is my entire pickleball personality now.
review;2024-10-13;3;Flow Yoga legging gets softer with every wash, somehow. The drawcord ends fray though. Burn the tips like a shoelace, you are welcome.
review;2025-01-11;;my closet is 90 percent relay and 10 percent things i wear when relay is in the wash
review;2024-11-08;3;PSA: Basecamp Fleece pills slightly at the cuffs after one season. Still wearing it daily. Make of that what you will.
review;2024-03-18;5;the daily tee passes the one test that matters: i reach for it first out of the laundry eevry single time lol
review;2025-02-19;4;Transit Joggers in olive are the most complimented pants I own. Knock is the same as everyone else says, shipping used to be two days and now it is four. ymmv
review;2025-11-13;;The return QR code worked great at the carrier counter, no printer needed. Refund was the slow part, nine days. Half modern, half stuck in the past. - long time customer
review;2024-06-28;5;hospice nurse. long days, heavy days. my checkpoints are the one physical comfort i can count on for an entire shift. that's worth more than i can put in a review.
review;2025-03-17;;two months in: checkpoints in black: business. checkpoints in plum: party. i ocntain multitudes and they are all squat proof
review;2025-09-01;3;Checkpoint legging, perfect as always. The free shipping threshold quietly went from 75 to 100 dollars. Quietly is the part that bugs me.
review;2025-10-28;;Did everything by the book: measured, charted, quizzed. Still wrong. The exchange process then took 17 days end to end. Buying pants should not have a project timeline. would recommend
review;2024-06-13;4;daily tee is the best basic i've owned. the relaxed fit is a touch roomier than the photo suggests, so size down if between. quality is a clean five. (size up tho)
review;2024-06-17;;my relay drawer brings me more joy than most of my furniture
review;2025-10-17;;Stride Socks: the gift I give when I want people to think I'm thoughtful. Works every time.
review;2024-06-07;;buttery. squat proof. pockets. what else do you want from a legging honestly
review;2025-09-06;2;Ten days for a Latitude jacket I needed for a trip. Had to buy a jacket at the airport. Now I own two jackets and one grudge.
review;2025-12-01;2;Order took 9 days. The follow-up survey asking how my delivery experience went arrived instantly though.
review;2025-10-02;;ok so Three stars for the gear, minus two for the three weeks of refund-rebuy purgatory it took to land on a size. Will only buy in person from now on so I can try things on.
review;2025-04-06;2;I planned my whole week around the delivery estimate and it blew past it by five days. Now I just assume every Relay date is a suggestion.
review;2024-04-20;5;The Daily Tee survived a season as my fishing shirt. Sunscreen, fish slime, cooler ice, gas station washes. Came home soft. The fish were less durable.
review;2025-01-14;5;Best joggers I have ever owned, period.
review;2024-02-06;;i did a 20 mile training run and the only thing that didn't hurt afterward was anything touching this bra. form bra forever
review;2025-09-11;5;ngl Latitude rain shell stuffed into its own pocket fits in my glovebox. Saved me four times this spring.
review;2025-10-06;1;Was part of the December Checkpoint backorder mess. Ordered Dec 6, leggings arrived Jan 19. Six weeks. The apology email offered nothing, not even free shipping on a future order.
review;2025-10-27;2;The box used to show up so fast it felt like magic. Now it feels like ordering from any other big company. Took 8 days this time.
review;2025-07-24;5;ngl stride socks turned my marathon buddy into a relay person. the pipeline is real
review;2025-11-23;2;Exchange flow forced a refund to a card I'd since cancelled, which meant a paper check, which meant 4 more weeks. All avoidable with a normal size-swap system.
review;2025-11-18;5;Postpartum and nothing fit right until these leggings. The Checkpoint waistband is supportive without being a corset. Cried a little, not gonna lie.
review;2025-11-09;5;Started with one pair of leggings in 2017. Now my laundry is basically a Relay catalog.
review;2025-09-03;5;ngl i teach six classes a week and live in the flow line. washes beautifully, never bags out.
review;2025-11-05;3;After years here my honest advice: buy core lines true to size, size up in Flow, size down in Momentum, and never ever trust the quiz. The fact that I NEED this advice is the review.
review;2025-04-05;;stride trail socks plus the summit gaiter got me through a freezing trail race smiling.
review;2025-06-27;3;Latitude shell is my daily commuter jacket. Reflective details faded after one winter of washing. Safety features should outlast a season.
review;2025-05-10;;Form bra: 10 mile long runs, zero bounce regret. My chiropractor noticed the difference before I told her.
review;2025-11-12;3;My third return with Relay over the years. First two were quick. This one took nine days. Trending the wrong way, but still within tolerable.
review;2024-03-13;5;real talk i'm a server and the momentum's quick-dry fabric means spilled margarita is a five minute problem instead of an all-shift problem. also great for running, i guess.
review;2025-12-22;2;exchange flow forced a refund to a card i'd since cancelled, which meant a paper check, which meant 4 more weeks. all avoidable with a normal size-swap system.
review;2024-05-07;5;ngl Summit duffel zipper has been opened roughly one million times. Still glides. Hardware matters.
review;2024-03-25;5;stride ankle socks don't slide into my shoe mid run. miracle product
review;2024-07-07;5;Summit duffel zipper has been opened roughly one million times. Still glides. Hardware matters.
review;2025-03-15;5;the high collar on the basecamp is doing the lord's work on windy days
review;2025-12-10;;Took three stars off my heart and gave them back for the fabric. But sizing across lines is a mess and the refund-rebuy exchange made fixing it twice as painful as it needed to be.
review;2025-01-15;;fwiw every paycheck a little goes to relay. it's a lifestyle at this point
review;2025-11-26;;Ordered December 8, charged December 8, delivered January 19. The legging is admittedly perfect. The handling of the whole thing was not. ymmv
review;2024-12-24;5;Daily Tee: machine wash, hang dry, looks ironed. I haven't owned an iron since 2019 and this shirt respects that lifestyle.
review;2025-04-20;5;flow waistband stays put in handstands. tested extensively. mostly falling. waistband never moved.
review;2024-08-22;;Order lost in transit, took 10 days for them to admit it, replacement took another 8. Eighteen days to get one Form bra. I could knit one faster and I cannot knit.
review;2025-09-01;5;Checkpoints during a 24 hour relay race. Wore them the whole time. No chafing, no rolling, no regrets. The team made me write this review. Happy to.
review;2025-02-27;5;checkpoint knee legging: i have now converted my mom, my aunt, two coworkers and a stranger at trader joes. the gospel spreads itself ymmv
review;2025-10-12;2;First order ever after my run club raved about Relay. Took 9 days to arrive. Not the first impression they think they're making.
review;2024-07-25;5;daily tee, day 400ish of ownership. collar intact. color intact. me, still smug about it. (size up tho)
review;2025-12-10;;fwiw Why is there no real exchange? Refund then rebuy means I floated $260 across two transactions for two weeks just to change a size.
review;2025-09-06;2;fwiw Medium tops here always. The new Flow long sleeve medium fit my 12 year old. Returned it into the refund void and went up TWO sizes.
review;2024-01-04;;real talk january return took eleven days to process. the email said two to three business days. pick one and be honest about it.
review;2024-05-04;;Sizing exchange is a joke. They refund you, then you rebuy. By the time my refund came through the price had gone back up from the sale I bought at. Paid the difference for their clunky system.
review;2025-03-13;5;the court skort doesn't ride up when i serve. finally one that doesn't
review;2025-12-10;1;Eleven days, two support chats, one escalation, zero useful answers. The package outran their own customer service in the end and just showed up.
review;2024-09-20;5;The Momentum Short in the gym, at the beach, on the trail, in the kayak. One short, four habitats. Apex predator of athletic wear.
review;2024-10-22;3;The gear earns the loyalty. The four day shipping, the December backorder, and the pushy app notifications spend it. Currently running about even. Three stars.
review;2024-11-01;5;Summit gloves let me use my phone without freezing. Touchscreen tips actually work.
review;2025-05-22;5;Momentum Short on my honeymoon: hiked volcanoes, ran beaches, survived a laundry-free week. My marriage and my shorts both started strong.
review;2025-10-24;2;two pairs of the same jogger, same size, ordered a month apart. one fits, one doesn't. there's a quality control ghost in that factory.
review;2025-06-03;4;Solid shorts. The Momentum has become my default for everything from track work to mowing the lawn.
review;2025-10-18;1;My honest plus size experience: quiz said XL would be roomy. XL didn't close. Their own extended sizes fit great when I ignore the tool entirely. The tool is the obstacle, not the clothes.
review;2025-11-18;5;My gym buddy bet me the Checkpoints would go sheer in a sumo squat. He owes me a protein shake.
review;2024-12-08;3;Latitude shell in the new season runs a half size slim through the shoulders versus my old one. Layering is tight now. Quality itself is unchanged.
review;2025-03-15;5;real talk I gift Relay for every birthday nwo. Nobody has ever been disappointed.
review;2025-10-26;1;No real exchanges at a $600 million company. Tiny shops on Instagram do exchanges. My local running store does exchanges. Relay does refunds with extra steps and a price increase. just saying
review;2025-03-14;5;best skort i've owned and i play four days a week would recommend
review;2024-02-06;5;Dental hygienist here. The Daily Tee under scrubs all day, gym after. One shirt, twelve hours, no complaints from me or, more importantly, my coworkers.
review;2025-02-14;5;took the flow tights hiking by accident. they might be better than my hiking pants.
review;2025-03-11;;I'm a 2X/3X depending on cut and I told the tool exactly that in the measurements step. It still spit out 1X with high confidence. High confidence! The audacity of this algorithm.
review;2024-09-16;2;My old Checkpoints in size 10 fit perfectly. The new pair in size 10 is tight in the waist and long in the leg. Same product name, different product.
review;2025-10-08;2;ngl Cannot believe I have to say this in 2025 but: let people swap sizes without surrendering their refund timeline to the void. That's table stakes.
review;2025-12-26;5;five stars for the flow legging. softest waistband alive - long time customer
review;2025-03-08;5;ngl shorts with a liner that doesn't feel like a swimsuit from 2009. momentum gets it done
review;2024-04-06;5;My husband, my sister, and my running group all converted to Relay. I should get commission.
review;2024-08-16;2;Watching my package sit in the same city for five days on the map was a special kind of torture. Just under two weeks total.
review;2025-07-24;5;checkpoint leggings. third pair. you already know.
review;2025-08-20;;PSA: The Form bra is what I wear when the workout matters. PR attempts, races, first classes at initmidating gyms. Confidence is partly preparation and partly equipment. This is the equipment.
review;2025-09-07;3;The Checkpoint legging deserves its reputation. The brand around it has gotten big and a little impersonal. Still buying, just with less joy.
review;2025-10-17;5;ngl Drove 16 hours to move my daughter into college wearing the Daily Tee and Checkpoints. Comfortable the whole way. Cried at drop off. The outfit held up better than I did.
review;2024-02-27;;ok so I gifted Stride Socks to my whole run club. Best Secret Santa ever according to the group chat.
review;2024-08-03;5;fwiw My Checkpoints have done 2 years of weekly farmers markets, hauling crates and standing on concrete for 6 hours. Farm tough, brunch soft. The full spectrum.
review;2025-01-08;5;The Daily Tee hem doesn't flip up after washing. I will not elaborate on how many shirts I've abandoned for this crime. The number is shameful. This shirt is innocent.
review;2024-08-01;5;Flow leggings don't pill between the thighs. Three years of evidence. Unmatched.
review;2025-12-12;1;real talk The fit predictor asked my age, my activities, my goals. It did not apparently use my measurements, the one thing that matters. Recommended a size off by two. A horoscope with shipping fees.
review;2025-11-20;5;Hiked 12 miles in the Momentum Short. No chafing, dried fast after a creek crossing, pocket kept my phone safe. A trail short disguised as a gym short.
review;2025-12-09;2;Just let me click exchange and pick a new size like every other store on earth. That's it. That's the review.
review;2025-04-13;3;momentum short is great. the new camo print looks washed out in person compared to the photos. photos people, accuracy matters.
review;2025-07-18;5;Joggers held their taper after a year. No saggy knees. Quality fabric does that.
review;2024-12-04;1;Exchange started Dec 14. Refund Dec 31. Rebuy Jan 2. Delivery Jan 12. A month to change sizes on a gift. The recipient had moved on emotionally and so have I.
review;2024-03-12;2;Filters do not stack properly. Select medium and blue, get every medium plus every blue. Set theory is not optional for an e-commerce site, folks.
review;2024-06-28;;momentum short pockets hold poop bags, treats, a chuckit ball and my phone. dog park dad loadout. fully supported. nothing bounces
review;2025-06-02;5;the hood on the latitude actually stays up in wind. revolutionary apparently
review;2025-03-09;;Court Skort stitching came undone at the hem within a month. Relay replaced it without fuss, credit where due, but my older one never had this issue. Quality control is slipping. would recommend
review;2024-08-22;5;I gifted Stride Socks to my whole run club. Best Secret Santa ever according to the group chat.
review;2025-01-14;5;dental hygienist here. the daily tee under scrubs all day, gym after. one shirt, twelve hours, no complaints from me or, more importantly, my coworkers.
review;2025-01-02;5;quick note - Three Relay Days a year, four family members converted, one very full closet. Worth it.
review;2024-02-09;;The Daily Tee shoulder seams have survived two years of gym bag abuse, backpack straps, and my terrible posture. Still square. Still sharp. Still the best shirt I own. fr
review;2024-10-06;2;Day 9 update: the joggers have arrived. Day 1 through 8 update: notihng, nobody knew anything, tracking was a brick.
review;2025-11-22;4;Stride Socks and Checkpoint leggings on permanent rotation. Quality unchanged in six years. Shipping speed very much changed, and not in the right direction.
review;2025-01-24;5;update: summit accessories are the gateway drug. started with a beanie, now my closet is 80 percent relay.
review;2024-02-28;;Latitude Outerwear is pricey but I've worn mine 200 days a year for two years. Math works out.
review;2024-01-13;5;Got the Transit Jogger in olive. Get the olive. lol
review;2025-03-04;5;daily tee: worn to every single one of my son's 22 baseball games this season. it's his lucky shirt now, not mine. they won the championship. the shirt stays in the family.
review;2025-09-16;3;honestly Took over a week which apparently is just the deal now. Setting my expectations accordingly and my star rating to match.
review;2025-02-08;;fwiw best running shell i've owned and i've owned them all
review;2025-08-04;5;latitude parka is the best winter purchase i've made in a decade ymmv
review;2025-08-26;5;Summit beanie in the rust color gets compliments every time. Every. Time.
review;2024-10-21;;quick note - Return went through fine. The refund email arrived before the money by five days though, which had me checking my bank like a maniac. Send the email when the money moves.
review;2025-11-13;3;Momentum Short liner option versus unlined should be a choice on every colorway. Currently it is random. The shorts themselves, as always, excellent. lol
review;2025-06-10;5;the court skort made tennis fun again. or maybe i just look better losing now !!
review;2024-02-22;;4 stars. Fleece runs slightly long in the arms for me but otherwise perfect. Sizing down next time.
review;2024-04-06;5;Form bra holds steady through double unders. If you jump rope you understand the magnitude of that sentence.
review;2024-02-08;1;two months in: Worst holiday shipping experience I have had with any brand this year, and I ordered from like fifteen places. Two and a half weeks. Two of the items missing, shipped separately, another week.
review;2024-06-18;;The Momentum Short was my retirement gift to myself. 30 years at the plant, now I walk 5 miles every morning in these. Best retirement decision after the boat.
review;2024-04-13;;Daily Tee is great. I machine wash cold and hang dry and it looks new after a year. Four stars because the olive color faded slightly. The black and navy are immortal.
review;2025-12-19;2;Exchange should not be a vocabulary word Relay does not know. Refund, wait, rebuy, wait. Four steps where one belongs. The Transit Joggers are great. Getting the right size was a part-time job.
review;2024-01-16;5;summit accessories are sneaky good. started with a hat, now i own six things
review;2025-11-14;5;skort gang. that's it that's the review !!
review;2024-05-17;2;Relay's gotten big and the cracks show. Loved them since 2014. This year alone, one backorder, two late deliveries, and a homepage that feels like it reads my mind in the worst way.
review;2025-02-21;3;Sized correctly on attempt two. The annoying part wasn't the miss, it was that fixing the miss meant a full return cycle instead of a simple swap. Other brands cross-ship. Catch up.
review;2025-04-07;;Caught in surprise hail wearing the Latitude. Walked home smug and dry.
review;2025-10-21;2;Swapped sizes via their refund-rebuy process and somehow ended up with two charges and one refund for a week. Bank flagged it. I had to explain Relay's exchange system to a fraud analyst. He was also confused.
review;2025-12-01;2;New Court Skort: sized up like reviews said, still snug. My Checkpoints in the smaller size fit fine. Sizing logic here is a coin toss between lines.
review;2024-01-27;5;ok so Daily Tee fabric feels like the expensive sheets at a fancy hotel. I'm wearing bedding to the gym and thriving.
review;2024-09-12;3;flow wrap top is beautiful and stays put. hand wash only though, which the product page mentions exactly nowhere prominent. check the care tab before buying.
review;2024-09-05;5;My first Relay purchase was 2016. My most recent was Tuesday. The streak continues. (size up tho)
review;2024-10-03;;The Daily Tee drape is so good my tailor asked where it was from so he could stop offering to alter my other shirts and just send people to buy this one. A tailor. Surrendering.
review;2025-12-22;1;They shipped my order to the correct address with the wrong carrier service, it got returned to sender, and round two took another nine days. Twenty-two days total. For a fleece. !!
review;2025-10-07;5;update: My Checkpoints did a 30 hour labor with me (I was the one in labor this time). Nurses complimented them between contractions. Even at my worst, the leggings were at their best.
review;2025-08-09;;Transit Jogger drawstring aglets fell off both ends within weeks. Pants are otherwise perfect. Tiny parts matter, Relay.
review;2024-05-09;2;Two-day shipping was half the reason I shopped here. Now it's a week and the reason count is down to one: the shorts.
review;2024-04-11;5;The Summit beanie is the only hat that fits my giant head AND looks good. Five stars.
review;2024-04-22;5;my whole closet is relay at this point. zero regrets
review;2025-12-20;2;ordered a daily tee on a monday, got it the following wednesday. nine days for a t-shirt. relay used to feel instant.
review;2025-05-10;5;The Daily Tee survived my toddler's yogurt phase. Stains lifted every time. They should put that on the label.
review;2025-07-05;3;Sized wrong on the Flow legging, my fault. The return was painless to start, slow to finish. Seven days to refund. The rebuy arrived in four. Backwards somehow.
review;2025-07-18;5;real talk The Latitude in black goes from trail to office without missing a beat.
review;2025-12-07;2;The chart says my measurements are a medium. My body says the medium is a small. My closet says my five older Relay mediums fit fine. Something changed and it wasn't me.
review;2025-03-15;5;I do landscaping and wear the Daily Tee to work. Sun, sweat, mulch, repeat. Washes clean every time and hasn't stretched at the neck. Shocked, honestly.
review;2025-07-02;2;Why is there no actual exchange option? Wrong size means refund, wait for the money, and reorder while praying your size is still in stock. Mine was not by the time my refund cleared.
review;2025-09-14;2;My local Relay Days got so crowded this year they ran out of space and turned people away. Growth is great for them, worse for us. The gear is still the gear.
review;2025-10-22;;Good not great sums up my last three orders. Nothing broke, nothing wowed. Old Relay used to wow.
review;2025-09-01;;My Checkpoints handled an entire season of coaching little league from a permanent squat position. The catcher's crouch is the ultimate legging stress test. Passed. 10/10
review;2025-12-12;2;Swapped sizes via their refund-rebuy process and somehow ended up with two charges and one refund for a week. Bank flagged it. I had to explain Relay's exchange system to a fraud analyst. He was also confused.
review;2025-12-19;1;ok so The fit predictor asked my age, my activities, my goals. It did not apparently use my measurements, the one thing that matters. Recommended a size off by two. A horoscope with shipping fees.
review;2024-09-28;4;Solid 4.5 for the Momentum. Fabric and fit are elite. Rounding down only because the lighter colors show sweat more than I'd like, but the black is flawless.
review;2024-04-17;4;quick note - Latitude jacket survived two ski seasons and a baggage handler. Snaps are getting loose. Three years is decent but my old Relay shell did five.
review;2025-05-09;;quick note - momentum short. the liner. THE LINER. soft, supportive, never rides. i've written poems with less feeling than this review
review;2025-07-17;5;Bought Stride Socks for the gym, wear them everywhere now. Even with dress shoes. Fight me.
review;2025-12-27;4;The Checkpoint fabric is the softest I've found in a compression legging. Four stars because I want them to make the exact same thing ufll length. Take my money.
review;2025-10-23;5;The Form bra's wide band means no underboob sweat lake by mile 3. Summer runners know exactly what I'm describing and exactly why this is five stars. just saying
review;2025-05-17;3;Checkpoint still squat proof after a year of heavy use. Three stars because getting a second pair took two backorders and a size compromise. (size up tho)
review;2025-09-03;1;I'm plus size and the recommendation tool put me TWO sizes below what actually fit. The 3X I eventually bought myself is perfect. The tool wanted me in a 1X. Who is this tool built for? Not me.
review;2025-01-22;5;every color. i am buying the daily tee in every color. this is a threat and a promise
review;2024-07-24;2;My package spent more time in a New Mexico facility than I have ever spent in New Mexico. Nine days overall.
review;2025-11-06;3;PSA: Good product, frustrating sizing drift. My 2021 mediums and 2025 mediums are different garments. The exchange to fix it took 15 days because refund-then-rebuy. Three stars is me being nice.
review;2024-08-16;5;Daily Tee: my teenager said it was 'actually fire' which translated from teen means this is the finest garment ever constructed. I concur. Five stars from both generations.
review;2024-11-10;5;The Form bra doesn't ride up when I raise my arms. Overhead press, pull ups, putting dishes away aggressively. Stays put. (size up tho)
review;2025-07-11;2;refund hit eleven days after they received my january return, and only after i chased it on chat. the agent was lovely. the system she works in is not.
review;2025-05-18;2;Tracking stuck on departed facility for four days. Departed to where? Narnia?
review;2024-01-23;5;momentum short: i've recommended it to 11 people. all 11 bought it. all 11 thanked me. i should be on payroll but i'll settle for five stars and the morla high ground. 10/10
review;2025-10-05;5;I've washed this fleece weekly for eight months. Zero pilling. What is this fabric.
review;2024-09-19;3;honestly fine, just dated. print a label, find a drop-off, wait a week and a half. feels like returning something in 2015. the rest of the brand is more modern than this.
review;2025-10-23;5;honestly i run 50 miles a week and stride socks are the only ones still standing.
review;2025-11-10;5;Form bra during 9 months of pregnancy workouts and 6 months postpartum. It stretched with me and snapped back with me. We've been through it together.
review;2025-02-08;;fleece arrived, immediately wore it for four straight days. it's fine. everything is fine.
review;2025-09-02;;real talk Fit predictor: confident, detailed, wrong. Like a GPS routing you into a lake.
review;2024-12-15;;ngl relay or nothing. been that way for years
review;2025-07-14;2;Did the return-to-rebuy shuffle and got hit with a restocking question asking why I was returning. Reason: your medium is not a medium.
review;2025-12-12;5;bought one pair of flow leggings to test. now i own five. send help.
review;2024-10-17;;update: the momentum short in the gym, at the beach, on the trail, in the kayak. one short, four habitats. apex predator of athletic wear.
review;2024-09-01;4;Momentum Short: superb. The lining is the best in the business. I dock one star because my gym buddy now owns the same pair in the same color and we look ridiculous together.
review;2025-05-08;5;The Form bra is what I wear when the workout matters. PR attempts, races, first classes at intimidating gyms. Confidence is partly preparation and partly equipment. This is the equipment. ymmv
review;2025-09-27;2;First order ever after my run club raved about Relay. Took 9 days to arrive. Not the first impression they think they're making. would recommend
review;2025-02-12;1;Ordered for my daughter's birthday with what used to be plenty of time. Ten days later it showed up. She had already opened everything else. Relay used to never do this to me.
review;2024-07-17;5;momentum short in the summer, transit jogger in the winter, no thoughts just relay bottoms all year
review;2025-06-09;;real talk two exchanges this year, both refund-then-rebuy, both took over two weeks, both cost me money in price changes. this is the only brand i shop where fixing a size is a financial event.
review;2025-06-05;3;The Boulder clubhouse took my online return instantly, total breeze. Mail returns are the slow lane. If you live near a store, use the store.
review;2025-09-16;2;took a week plus a day. the funny thing is the box still has that nice tissue paper and thank you card inside. maybe spend that money on faster trucks. would recommend
review;2025-09-26;;Quiz recommended small based on my answers. The product reviews all screamed runs small, size up. The quiz doesn't read its own product's reviews. I should have.
review;2025-05-07;;Deadlifted 300 in these shorts. They didn't split. My last pair from another brand did. Momentum forever.
review;2025-11-19;;summit accessories complete the kit. hat, gloves, gaiter, done. winter solved
review;2025-09-05;5;Daily Tee under chef whites for two years of dinner services. The kitchen is 95 degrees and unforgiving. The shirt wicks, washes, and shows up for the next service. Like a good line cook. ymmv
review;2025-04-25;5;Form bra after years of underwire misery: I forgot bras could just... not hurt. Wore it on a 6 hour road trip by choice. By CHOICE. would recommend
review;2025-10-19;3;Good gear, slow boat. Seven days. I remember telling people Relay shipping was the best in the business. Deleted that opinion.
review;2024-08-28;2;Wishlist wiped, third update in a row. There is a support article about backing up your wishlist manually now. That is an admission of guilt formatted as a help doc.
review;2025-07-28;;checkpoints + early morning dog walk + surprise sprinkler ambush = dry by the time we got home. the dog is still damp. quality gap evident
review;2024-06-03;4;Love the Momentum. The new colorway sold out before I got a second pair, which is my only complaint and it's barely about the shorts.
review;2025-11-16;;New legging line claims same fit as Checkpoint on the product page. It is not the same fit. It is a full size smaller. I own nine pairs of Checkpoints. I am a Checkpoint expert. Do not tell me about Checkpoint fit.
review;2024-10-25;5;rained the entire relay day 5k last month. my latitude and i finished happy
review;2025-12-22;4;4 stars on the Latitude, the sleeves run sligthly long, but I'd buy it again tomorrow. fr
review;2025-06-12;;Took 11 days in January, support blamed the holiday rush, refund did arrive in full. Process works, just budget patience. The Momentum Short I exchanged into fits perfectly.
review;2025-05-17;;Plus size shopper here. The fit predictor doesn't seem to have real data above a size 16. It told me medium-adjacent nonsense for THREE different items. All three went back. I size myself now.
review;2025-12-02;4;Checkpoints: 9.5/10. Fabric is sublime, fit is true, pocket is perfect. The half point is because my dog ate the drawstring of my first pair, which is not technically their fault.
review;2025-02-08;5;Checkpoints don't gap at the lower back when I deadlift. No plumber situation. Ever. Five enormous stars.
review;2025-06-23;;ngl clubhouse in denver is a delight, real people who actually run. online store feels like a different company. three stars splitting the difference.
review;2025-09-16;3;Relay's gotten big. I say that with love and a little grief. The Checkpoint still fits like it was made for me. The company fits like it was made for everyone now.
review;2024-08-12;;Best running socks period. Don't overthink it. lol
review;2025-08-15;3;Took eight days for my refund and the confirmation email went to spam, so I spent a week worrying for nothing. Check spam, future returners. just saying
review;2025-09-18;1;Checkpoint in a 4 fits perfect. Ordered the Flow crop in a 4 and couldn't get it over my calves. Returned it through their refund maze and bought a brand whose sizes mean something. ymmv
review;2024-04-09;;Stride Socks are the best part of every order. They are also the only thing reliably in stock. Read into that what you will.
review;2025-02-27;5;Stride Socks are the only socks I haven't gotten blisters in. Marathon tested.
review;2024-12-18;5;checkpoints: the only leggings my extremely picky 15 year old daughter and i agree on. we have separate pairs. we are not animals.
review;2025-09-10;5;Knee surgery rehab in the Checkpoints. PT could see my knee, I stayed warm, the fabric never pulled on the incision. Small mercies.
review;2024-10-02;3;Took about a week and a half in January, faster in March when I returned something else. They clearly had a backlog over the holidays. Fixed now as far as I can tell.
review;2025-08-07;4;honestly Basecamp lFeece is heavy enough to feel substantial, light enough to layer. They nailed the weight.
review;2025-10-12;;update: Tracking froze in Kentucky for 5 days. Started wondering if my joggers had decided to settle down there.
